3.04848583E+00	1.35172818E-03	-4.85794075E-07	7.88536486E-11	-4.69807489E-15	-1.42661171E+04	6.01709790E+00
4.63659493E+00	2.74131991E-03	-9.95828531E-07	1.60373011E-10	-9.16103468E-15	-4.90249341E+04	-1.93534855E+00
2.93286579E+00	8.26607967E-04	-1.46402335E-07	1.54100359E-11	-6.88804432E-16	-8.13065597E+02	-1.02432887E+00
2.50000286E+00	-5.65334214E-09	3.63251723E-12	-9.19949720E-16	7.95260746E-20	2.54736589E+04	-4.46698494E-01
2.83864607E+00	1.10725586E-03	-2.93914978E-07	4.20524247E-11	-2.42169092E-15	3.94395852E+03	5.84452662E+00
2.67703787E+00	2.97318329E-03	-7.73769690E-07	9.44336689E-11	-4.26900959E-15	-2.98858938E+04	6.88255571E+00
2.95257626E+00	1.39690057E-03	-4.92631691E-07	7.86010367E-11	-4.60755321E-15	-9.23948645E+02	5.87189252E+00
2.41594293E+00	1.74890600E-04	-1.19023567E-07	3.02262387E-11	-2.03609790E-15	5.61337748E+04	4.64960986E+00
3.26071234E+00	1.19101135E-03	-4.29122646E-07	6.94481463E-11	-4.03295681E-15	9.92143132E+03	6.36900518E+00
4.88474429E+00	2.17241639E-03	-8.28079020E-07	1.57477293E-10	-1.05110549E-14	2.31648462E+03	-1.17357075E-01
3.66096083E+00	6.56365523E-04	-1.41149485E-07	2.05797658E-11	-1.29913248E-15	-1.21597725E+03	3.41536184E+00
2.54363697E+00	-2.73162486E-05	-4.19029520E-09	4.95481845E-12	-4.79553694E-16	2.92260120E+04	4.92229457E+00

