3.57953347E+00	-6.10353680E-04	1.01681433E-06	9.07005884E-10	-9.04424499E-13	-1.43440860E+04	3.50840928E+00
2.35677352E+00	8.98459677E-03	-7.12356269E-06	2.45919022E-09	-1.43699548E-13	-4.83719697E+04	9.90105222E+00
2.34433112E+00	7.98052075E-03	-1.94781510E-05	2.01572094E-08	-7.37511761E-12	-9.17935173E+02	6.83010238E-01
2.50000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	2.54736599E+04	-4.46682853E-01
3.99201543E+00	-2.40131752E-03	4.61793841E-06	-3.88113333E-09	1.36411470E-12	3.61508056E+03	-1.03925458E-01
4.19864056E+00	-2.03643410E-03	6.52040211E-06	-5.48797062E-09	1.77197817E-12	-3.02937267E+04	-8.49032208E-01
3.53100528E+00	-1.23660987E-04	-5.02999437E-07	2.43530612E-09	-1.40881235E-12	-1.04697628E+03	2.96747468E+00
2.50000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	5.61046378E+04	4.19390932E+00
4.21859896E+00	-4.63988124E-03	1.10443049E-05	-9.34055507E-09	2.80554874E-12	9.84509964E+03	2.28061001E+00
3.94403907E+00	-1.58547444E-03	1.66578984E-05	-2.04754478E-08	7.83503265E-12	2.89659865E+03	6.31196225E+00
3.78245636E+00	-2.99673415E-03	9.84730200E-06	-9.68129508E-09	3.24372836E-12	-1.06394356E+03	3.65767573E+00
3.16826710E+00	-3.27931884E-03	6.64306396E-06	-6.12806624E-09	2.11265971E-12	2.91222592E+04	2.05193346E+00



